text,sentiment,split
"Some folkie friends recommended this, but as a film it's really lacking in originality. I found the characters to be unflattering stereotypes, and the plot is predictable almost from the beginning. However, if you like traditional English/Appalachian ballads, it will keep your interest long enough to hear the next one. I've also read that the soundtrack is nothing like the music in the movie, with professional musicians filling in for the actors.",0,test
"Spoiler This is a great film about a conure. He goes through quite the ordeal trying to get back to his little girl owner. He learns a lot through his journey and meets up with a lot of other beautiful birds. If you love birds like my wife does, this film is for you. This film also has some sad parts that make the tears run. In the end it all works out for Paulie and his Russian friend. Rent this for the whole family, everyone will enjoy this.",1,train
"Why didn't critics like this movie?? I don't get it. This is easily my favorite Clive Barker effort. ""Hellraiser"" is a bit too rough around the edges (the film just never leaves that stupid house) and, lets face it, ""Lord of Illusions"" doesn't move at all!!! I have loved Barker's writing for years, especially his ""Books of Blood"". Terrifically entertaining. He has a vicious side to him that is totally unlike a Stephen King. He freely mixes in his own homosexuality and odd religious and occultic elements. I love love love love it. I also realize , however, that Barker is as much a dark fantasy writer as he is a horror writer. And fantasy just isn't my bag. Puts me right to sleep. Always has. I also think Barker works best with short stories. His novels tend to wander a bit. That was my experience when trying to read ""The Damnation Game"". It started out well. Then 100 pages in I thought ""where is this going?"" because it wasn't going ANYWHERE.<br /><br />I read ""Cabal"" (the book Nightbreed was based on) and thought it was good. I ESPECIALLY like the elaboration on Decker's character. The way the mask talked to him and controlled him. I like the way Barker simply presents it. Black and white. There it is. He gives it a simplicity that's attractive and believable. When asked why Decker kills he says (simply) ""Because I like it"". Probably something Jeffrey Dahmer said at some point.<br /><br />But I actually liked the film Nightbreed better than Cabal. I adore the visual attention to detail that Barker gives to his films. ADORE IT. I think it is just beautiful. Lord of Illusions had some of this as well. Some of the drawings in the beginning, during the Nightbreed credit sequence. It's like an entire vocabulary Barker dreamed up just for the Nightbreed world. I'd be curious to know how much was purely his design. I know he is an AMAZING artist who his own style and language as an artist.<br /><br />Nightbreed is also (I think) BArker's most entertaining film. It moves very quickly. Well edited. It doesn't drag like Lord of Illusions does a little bit. Very quick. Everything in it is just perfect. It also works as a fantastic and scary little slasher movie. The stuff with the killer in the beginning killing the family and later tormenting the old man in the shop is really scary stuff. That mask is frightening. I'd be curious to know if Barker designed that as well. It's not just a hokey Jason or ""Scream""-type mask. Something about it is really disturbing.<br /><br />Anyway, this is a great flick. Definitely check it out if you haven't seen it. Highly recommended. One of my favorite horror films of all time. In my opinion Clive BArker's best. It IS scary and violent though, be warned",1,test
"***Possible spoilers***<br /><br />I've read up on Dahmer a little and saw the new Dahmer film (with the same name) at an earlier time. This movie here concentrates rather much on the victims and killings, too little on Dahmer himself. The film called ""Dahmer"" had the opposite problem, it was too little about his crimes and too much about himself.<br /><br />I did not find the acting to my satisfaction, it had a certain amateur feel too it, especially the probation officer. It also seemed as if the Dahmer acting got worse every time he played against the probation officer actor. But I might be wrong about that.<br /><br />What annoyed me a bit was that some of the scenes were quite disturbing but that the filmmakers seemed to try and show ""the real deal"" about what he did anyway. That is ok - but what I then don't understand is why the guy who ran away from his flat while Dahmer was out getting beer, was not depicted being naked, since that is also how it happened. It's not a big deal, but it just eats away further on the movies quality that such details are left out. What wasn't shown either or not even really hinted was Dahmers sexual obsession with the dead. Again, I don't mind they didn't SHOW it, but at least they could have mentioned it or built it in to the movie somehow.<br /><br />Conclusion: I think the really good Dahmer film is still to be made, a movie that incorporates not only Dahmers crimes but also who he was, and why he did what he did. I think that 1.5 or 2 hours are just not enough to grasp the complexity of it all. This movie was just a cutout (excuse the pun) of Dahmers life and personality and does not give you any 'close to good' insight into his life or personality.<br /><br />4/10",0,test
"It isn't TOO bad, but ultimately it lacks the quality that the Australian series has.<br /><br />The jokes are few and far between, the actors are attractive (they shouldn't be), the film makers think far too much about the cinematography (it's supposed to look like a home video) and it's just like a serious version of Kath and Kim... it's stupid.<br /><br />It's too normal to be Kath and Kim. Kath and Kim are supposed to be two curvy, middle-aged women who think they are hot and wear ridiculous clothes. There are no ""Look at me Kimmy!"" jokes. The fat friend of Kim is not fat at all and she's not even slightly stupid. She's a stereotypical black/Latino chick.<br /><br />It's just not as stupid or funny as the Australian series. It doesn't compare. Nothing is the same. I admit, this show is pretty funny at times, but it is NOT anything like the Aussie series. I was looking forward to an American take on a bogan family. They failed. It's supposed to be REALLY stupid and hilarious, but the actors don't act stupid! To me, this is just a typical American TV show. It's a let down if you want it to be anything like the Aussie show.<br /><br />2 Stars because it is an OKAY show, just nothing like what it should be.",0,test
"That's certainly not the best film ever. But that's certainly worth seeing for people with a special kind of mind. So the one who loves sadness and depression, and scary fairy-tales at night, and wolves and real madness - welcome! If you find a copy, of course:) As for me, I could stand it only once... But since that the Wolves, and Saint-Lucy, and children's drawings, and a headless Christ live in my nightmares.",1,test
"I'm 14 years old and I love this cartoon. Burt Reynolds and Dom Deluise make a great pair. This movie is really funny and I love the songs. My favorite songs are ""You can't keep a good dog down"" and that song about sharing, I think it's called ""What's mine is yours"". This was the last movie with Judith Barsi, who played the voice of Anne-Marie. My favorite character is Charlie but I find Itchy's voice is so fun to hear. Although some scenes I actually found scary, I still have a hard time watching the scene with Charlie's dream, and Carface scares the crap out of me. Other characters like King Gator I found really funny. The ending was adorable and was actually sad, made me cry a little. I give this movie 7/10.",1,train
"No doubt about it. This is the animated short that put Uncle Walt on the map of success. When Walt's older brother,Roy suggested that the next Mickey Mouse short should include sound, Walt jumped at the chance. The result:Steamboat Willie was a runaway hit for 1928. It was, after all, the first animated short subject with a synchronized sound track (mostly music & sound effects,as dialog was minimal). Not to sound like a wet blanket, but the short is far from perfect. Animation prior to 1935 was creaky & rather herky jerky (but once equipment made improvements,and better artistic techniques came about,the rest was smooth sailing),and the sound was primitive (Disney wanted to use the then well known RCA Sound System,or the Western Electric Noiseless sound system,but was refused by both firms,prompting Disney to use the Photophone system that P.A. Powers was experimenting with at the time). The plot (there's an actual plot line here?)concerns Mickey (as the aforementioned Willie)is the pilot of a steamboat, that is terrorized by Black Pete (Captain Pete to you),and decides to have a jam session on ship, using the various animals on board as musical instruments (ASPCA, take notice). If you don't think too much about the technical shortcomings, Steamboat Willie can be eight minutes of fun (and a piece of history).",1,test
"One of the best 'guy' movies I've ever seen has to be the Wind and the Lion. Gad, the scenes...<br /><br />Raisouli's bandits swarm over the wall... A staid British gentleman calmly gets up from tea with Candice Bergen and drops three of them with a Webley revolver in his coat. A whisper from the ghost of Empire... Lest we forget! Lest we forget!<br /><br />U.S. Marines coming ashore from the long, long gone _Brooklyn_. They were carrying Krags, it should have been Lees, but, oh wow. And the Winchester 97 blowing large holes in obstreperous natives and even more obstreperous and faithless Europeans... <br /><br />Raisouli --Sean Connery, o, Wow!--wondering 'What kind of gun does Roosevelt use?""<br /><br />Teddy Roosevelt--Brian Keith, o, Wow!--wondering ""What kind of gun does Raisouli use?' and writing yet another angry letter to Winchester about the stock on his Winchester 95.<br /><br />Raisouli, armed with but a sword... A Prussian cavalry officer, HOLSTERING his pistol and drawing HIS sword... Honor. That's something long dead, from a world long gone, but Raisouli would never have flown a plane full of children into a building...<br /><br />Milious at Milious's magnificent best, and now out on DVD.",1,test
"An American Werewolf in Paris wasn't really that good compared to the original.The original didn't use computer effects for the werewolf and they looked more realistic .The werewolf effects in this film looked too cartoonish.most of all,the movie did not have enough for me for a horror film to enjoy.",0,test
"I was a huge fan of the original Robocop.<br /><br />But to say I was disappointed by this first sequel would be an understatement.<br /><br />The problems are many.<br /><br />Glossy though the film may look there are plenty of bloopers on screen for all to see, wires, cameramen etc, something I find wholly unacceptable from someone of Irvin Kreshner's pedigree.<br /><br />Robocop has become a robot. There is no spark of humanity to be found in the character here. A true disappointment when one considers that his ""soul"" had returned by the end of the first movie. Here his attitude shows no human side and makes him hard to sympathise with.<br /><br />Caine is a poor villain. OK I know Boddiker from the first film was better than the average, mainly thanks to Kurtwood Smith's performance, but the usually solid Tom Noonan creates a character who you couldn't care less about one way or the other.<br /><br />What's happened to the Old Man????. I appreciate that he didn't get to where he is by being ""nice"" but the change in his character here is nothing short of dumbfounding. In the first movie it's made clear he despises Dick Jone's tactics and attitude and yet here he's no better than Jones. It makes no sense.<br /><br />Doctor Faxx is a poor replacement for Bob Morton's charismatic, if unpleasant, OCP resident genius.<br /><br />The action sequences, save the sequence where Murphy is stuck to the side of Caine's truck, are harsh and nasty and repel rather than entertain.<br /><br />And finally. What is with the musical score?. Don't tell me Poledouris couldn't have done it simply because he was working on Total Recall at the time. A series (TV or Movie) soundtrack is part of its personality. Part of its character. When you remove that it harms the familiarity of the characters we're watching. So it's bad enough but shame on Leonard Rosenman. His score here is lurid, camp and downright cringe worthy.<br /><br />The story has its moments to be fair. There's a lot of originality in here. But it tries too many new things to take in with one film. Hob is a well realised villain and the only truly dis likable ""villian"" in the move, Thumbs up to Gabriel Damon there.<br /><br />The final showdown between Robocop and Robocop 2 is fun as well.<br /><br />But for the vast majority of its overlong running time this is a serious disappointment.",0,test
"Some time ago, we read of the results of a poll taken by some Newspaper Sports Writers. The Questions posed were only two, and were brief and right to the point.<br /><br />The Question Number 1 asked respondent to tell who was his most Beloved college football team. Question Number 2 asked the fan to name his most Hated college football team. The answer to both questions was simply, Notre Dame! ND is tops on both lists! Yeah, love 'em or hate 'em, but you sure don't ignore ,em.<br /><br />The roots of this unique position of this Indepent* College Football Powerhouse are found in the life and career of one, grown-up, little Immigrant Norweigen boy from Chicago named Knute Rockne.<br /><br />As a biopic, the production of KNUTE ROCKNE, ALL-American(1940), came out relatively close to the death of Coach Rockne in a 1930 plane crash. It was about 10 years after that the film was released. That would mean that preliminary work on the project started about 8 years after our Nation's great loss of Mr. Rockne.<br /><br />His likeness and voice were well known from Newspapers, Radio and Motion Picture News Reels. Both Knute's Widow,Bonnie Skiles Rockne, and the University of Notre Dame had approval rights in choosing the Actor to play the Lead and okaying the script. We think that they could not have done the job any better. Pat O'Brien truly looks the part and was himself a footballer in college. Ronald Reagan is cast in the pivotal role of George Gipp**, a free spirited student going to Notre Dame on a Baseball scholarship! He was a ""walk-on"" football player.<br /><br />The cast runs full of talented players. We have Griffith Veteran,Donald Crisp as Fr. Callaghan, C.S.C., Notre Dame President. Albert Basserman is Fr. Newland, the Chemistry Prof and Rockne mentor. Gail Page appears as the Mrs., Bonnie Skiles Rockne. Owen Davis,Jr. is Rockne cohort, Gus Dorais(the passer in that historic ND vs. ARMY Game at West Point.)<br /><br />The cast is rounded out by Kane Richmond, Nick Lukats, William Marshall and William Byrne as the Four Horsemen. Real life Big Time College Coaches Howard Jones, 'Pop' Warner, Bill Spaulding and Amos Alonzo Stagg appear as themselves in scenes of Congressional Probe into College Sports and add an authentic touch. <br /><br />As for biopic,KNUTE ROCKNE ALL-American!,all one can only say that it hits the ground running, and did not slow down from beginning to end. There is no wasted time either. All the screen time is used to move the story along. <br /><br />Use of Notre Dame Choir, the Campus itself and all that Brass Band rah-rah march music all ad to the feeling of really being there.***<br /><br />* To this day,even though their Basketball Team and other sports teams compete in the Big East Conference, Notre Dame remains an Independent in NCAA Football. What this means, that in effect, The Fighting Irish play a national schedule.<br /><br />** There was no such agreement with the Family of George Gipp. There was a lawsuit some years ago over the scene portraying young Mr. Gipp giving the famous ""Win Onr For The Gipper Speech"". Television prints of this KNUTE ROCKNE ALL-AMEICAN were minus the speech in the death bed scene.<br /><br />*** Other Notre Dame themed Films were made over the years. THE SPIRIT OF NOTRE DAME (Universal 1931)featured J. Farrell McDonald as a Rockne look-alike coach. It also featured Lew Ayers, Andy Devine Nat Pendleton, as well as the members of the real Notre Dame Championship Teams featuring the real Four Horsemen. Then of course, we have RUDY (Tri-Star 1993)with Sean Astin, Jon Favreau, Ned Beatty and Charles Dutton, among others, in a fine cast. There was also talk of an unauthorized film, critical of Notre Dame called GOLDEN GLORY, but nothing has materialized, has it?(Let me know, Dear Reader, THANX!!)<br /><br />**** Warner Brothers always had great music in their, both in opening themes and in incidental music. In this Rockne Movie, they have incorporated THE NOTRE DAME FIGHT SONG in the score. Along with it were STEP NOTRE DAME and THE NOTRE DAME ALMA MATER, which had its premiere at the Rockne Funeral in 1930 at the Notre Dame Basilica.",1,test
"Wow! I have seen so many bad low budget films lately, but this one is great. The very realistic portrayal of police life in a city on the East German coast is a strong contrast to other crime movies or series. I loved the main actress and the absolute rejection of any prevalent cliché about the police. This film is realistic like a documentation and entertaining like a drama at the same time. A perfect tradeoff!",1,train
"<br /><br />Ok, well I rented this movie while I was bed ridden hopped up on pain killers, and let me say, It didn't help the film any.<br /><br />The film is about a man who buys a car as he is going through a midlife crisis, he loves the car more than anything around him, one day his wife decides to borrow the car. Since I don't want to spoil (not that there was anything to spoil) I shall let your imagination figure out the ""Zany"" (and I use that word lightly) antics that follow.<br /><br />I had to fight to stay awake through this snore a minute sleeper of a film, and I would like to say that if you are venturing to the movie store and are thinking about being adventurous, please don't, it's a waste of the film it was printed on.<br /><br />Then again I could be wrong...",0,train
"This is really a new low in entertainment. Even though there are a lot worse movies out.<br /><br />In the Gangster / Drug scene genre it is hard to have a convincing storyline (this movies does not, i mean Sebastians motives for example couldn't be more far fetched and worn out cliché.) Then you would also need a setting of character relationships that is believable (this movie does not.) <br /><br />Sure Tristan is drawn away from his family but why was that again? what's the deal with his father again that he has to ask permission to go out at his age? interesting picture though to ask about the lack and need of rebellious behavior of kids in upper class family. But this movie does not go in this direction. Even though there would be the potential judging by the random Backflashes. Wasn't he already down and out, why does he do it again? <br /><br />So there are some interesting questions brought up here for a solid socially critic drama (but then again, this movie is just not, because of focusing on ""cool"" production techniques and special effects an not giving the characters a moment to reflect and most of all forcing the story along the path where they want it to be and not paying attention to let the story breath and naturally evolve.) <br /><br />It wants to be a drama to not glorify abuse of substances and violence (would be political incorrect these days, wouldn't it?) but on the other hand it is nothing more then a cheap action movie (like there are so so many out there) with an average set of actors and a Vinnie Jones who is managing to not totally ruin what's left of his reputation by doing what he always does.<br /><br />So all in all i .. just ... can't recommend it.<br /><br />1 for Vinnie and 2 for the editing.",0,train
"What movie is this??? A horrible movie with the old boring concept of infidelity which has already been achieved by the ""Bhatt camp"". The movie starrs EMRAAN HASHMI, UDITA GOSWAMI AND DINO MOREA. The movie has ""No Base"". It just goes like this... Dino an Udita are married and living in a rich mansion. However Dino doesn't like Udita to the heart as he wants only her wealth. He loves someone else (Tara Sharma). So he bribes Emraan to have an affair with Udita so that he could catch them and finally split up with Udita.. How BORING!! However Emraan falls in love with Udita and vice versa. Lastly when Udita gets imprisonment for killing Emraan, Dino pretentiously tries to save her showing his false love to her. Udita on the other hand does not understand this and feels that he loved her truly. So she lends all her wealth to Dino. Finally Dino comes out of the police - station and goes with Tara with all the wealth. What a fraud!! The songs are good and are the only thing good in the movie. Now the individual ratings: (Out of 5) Emraan: * * Udita: * 1/2 Dino : * 1/2 Overall acting: * 1/2 Direction: * * Story: * Music: * * * 1/2 Final rating: * 1/2 Poor performances and poor casting....... Music: Good... I rate the movie: 1.5 / 10 (Dont waste your time !!!!)",0,test
"I am the sort of person who never, ever watches animated movies, but I make an exception for Thumbelina and the Swan Princess. Being absolutely in love with the first installment of the series, I bought this and sat down to watch it with a very biased mind, determined to love it because I'd spent money buying it. I finished the movie, and all I can think is THE HORROR!!! I wanted to like it, I really did. I tried very, VERY hard to like it. But I couldn't enjoy a second of this grueling film. The songs made me feel like ripping my ears out of my head. The dialogue was so lame I felt myself twitching with frustration and irritation every time someone opened his or her mouth. The villain was laughable and I felt myself wanting Derek and Odette to die in the end... and I was absolutely in love with them from the first film.<br /><br />I am going to try repress the memory of this movie, because it almost destroyed the first one for me. There is one song in the movie in which there are a series of flashbacks to the first film. The difference in animation between the two is made very obvious, and I began yearning for the first one and wishing I'd never set eyes on the third.<br /><br />Do yourself and favor and don't waste your time.",0,test
"I've often heard people express disappointment that Mazursky's ""Tempest"" has little to do with Shakespeare's original. In my opinion, that is both true and false, but most of all, it's a bad starting point for offering critique. A work of art should never be criticised for what it isn't, but for what it is. The movie ""Tempest"" is nothing like a faithful rendition of the play, but to my mind, it is faithful to Shakespeare's work in spirit. What ""Tempest"" is, then, is perhaps one of the most successful experimental films of all time. No, not experimental as in hand- held camera and mumbled dialogue, but experimental as in exploring the convolutions of a story without undue regard for box office earnings. Mazursky's Tempest is epic, sad, realistic, joyous, full of life, but most of all, it is imaginative. Cassavetes portrayal of Philip/Prospero is in itself worth a 10/10 rating, and when you add Gena Rowlands, Susan Sarandon, a wonderfully deep Molly Ringwald, Raul Julia, the dialogue, the music and the exquisitely suggestive little tableaux scattered throughout the picture... I rest my case. One of the best movies of the 80's. Don't miss it.",1,test
Alexander Nevsky is rightfully held up as a cinematic masterpiece. It has however aged very badly. People decide not to mention this and talk about the great battles and the great music. The sound effects may have been good then but apart from the foreboding organ all the sounds are risible. I may be shot by film buffs for this but i'm sure the modern viewer of Alexander Nevsky will agree that the blatant propaganda and the appalling music to detract from the film. I gave this film 10/10 because it is undeniably a master piece. It does have its great bits however. The costumes of the Teutonic knights are superb and the battle scenes are fairly good for the time.It is however a master piece that is showing it's age.,1,test
"A severe backwards step for the puppets in this mainly dull and tedious outing. Guy Rolfe, so fantastic as Andre Toulon in part three barely features this time and Richard Band's fantastical them tune appears with the puppets a fair few minutes in to the film. For the start of the movie we are introduced to the caretaker of Bodega Bay Inn (Gordon Currie) and some youth friends of his (many of the cast are Canadian and are all very good in unfortunately rather undemanding roles - Teresa Hill is quite yummy). Totems, minions of the Egyptian God Sutek want the secret of animation life back and the puppets (when they surface) act with a previously unseen cleverness to attempt to destroy the ugly and very computer game looking Totems. The Totems merely complicate the series and distract from the things that previously made the series so unique - they don't share the weird beauty of the puppets and thus don't really fit in. Top scene is Pinhead using a rag to clean blood from Tunnelers drill bit, classic and about the goriest this film goes. The fifth film was filmed concurrently with this one so expect similar sections of mediocre and a Toulon performance that seems to have been filmed in a different era (or even galaxy). Guy Rolfe deserved better and series fans certainly do. Grrrrrrr.",0,test
"Wow this was a movie was completely captivating I could not believe that I started awake so late to watch it but it came on late ounce I started watching I couldn't stop it had a full range of very good cast members wow even Eartha Kitt and Ruby Dee Forrest Whittaker and James Earl Jones and many more well known actors and actresses this was more than a glimpse into history it was eye opening into another part of society that people don't know of and may even be embarrassed to talk about . I've never heard of a book or movie about this before and this is something that black history never addresses only looks down on because they were privleged and mixed race , I highly recommend this movie",1,train
"""A young woman suffers from the delusion that she is a werewolf, based upon a family legend of an ancestor accused of and killed for allegedly being one. Due to her past treatment by men, she travels the countryside seducing and killing the men she meets. Falling in love with a kind man, her life appears to take a turn for the better when she is raped and her lover is killed by a band of thugs. Traumatized again by these latest events, the woman returns to her violent ways and seeks revenge on the thugs,"" according to the DVD sleeve's synopsis.<br /><br />Rino Di Silvestro's ""La lupa mannara"" begins with full frontal, writhing, moaning dance by shapely blonde Annik Borel, who (as Daniella Neseri) mistakenly believes she is a werewolf. The hottest part is when the camera catches background fire between her legs. The opening ""flashback"" reveals her hairy ancestor was (probably) a lycanthropic creature. Ms. Borel is, unfortunately, not a werewolf; she is merely a very strong lunatic.<br /><br />As a film, ""Werewolf Woman"" (in English) would have been better if Borel's character really was a female werewolf; with her sexual victimization a great bit of characterization. But, as far as 1970s skin and blood flicks go, this one is hard to beat. Bouncy Borel is either nude or sexily clad throughout the film, which features a fair amount of gratuitous gore. Dazzling Dagmar Lassander (as Elena) and hunky Howard Ross (as Luca) are good supporting players.",0,train
"TV movies generally do not receive as much recognition or credit as great films - and it is usually for good reason but the 1996 HBO movie The Late Shift is easily one of the best TV movies ever. Based on Bill Carter's revealing book, The Late Shift is about NBC's handling of late night talk show hosts David Letterman and Jay Leno when it came to filling the vacant Tonight Show seat once held by Johnny Carson. We see what happens in front of the camera - author Bill Carter, director Betty Thomas, and HBO show us what happened when the cameras were turned off.<br /><br />Unfortunately we can never really know for sure what really happened when it came time for Johnny Carson to be replaced by either Letterman or Leno - but The Late Shift gives us an interesting possible reality. While simply being a very well made film, The Late Shift also does a really good job of portraying all the sides fairly equally - although you wonder if the film makes Letterman and Leno out to be too nice of guys; especially Leno, who seems a bit too saintly.<br /><br />The performances are also very good. In a very deserving Golden Globe-winning performance, Kathy Bates plays Leno's extremely pushy manager Helen Kushnick who, according to Carter and the book/film was very problematic for the studio and Leno (the real Kushnick actually suited Bill Carter for libel over this portrayal!). John Michael Higgins breaks out of his usual gigs of getting small quirky comedy parts and gives an excellent performance as David Letterman - giving an excellent impression of Letterman but also creating a dimensional and relatable character. Daniel Roebuck gives a good performance as Leno but does not quite measure up to some of the other talent in the film - Roebuck probably did the best anyone could have done, it is just looks hammy whenever anyone tries to do an impression or portrayal of Leno. Bob Balaban (a squirrelly Warren Littlefield), Treat Williams (a magician-like Michael Ovitz), and Ed Begley Jr.(a pompous Rod Perth) also give memorable supporting performances.<br /><br />The Late Shift certainly is one of the best made-for-TV movies I have ever seen. I suppose if one has not watched David Letterman or Jay Leno, The Late Shift might not be for them but it is an interesting film for those who get into the late night politics - something that has recently reared its ugly head yet again with the 2009-10 Conan/Leno/NBC debacle.",1,test
"I found this movie to be suspenseful almost from the get-go. When Miss Stanwyck starts her narration it's only a few minutes until you realize that trouble is coming. The deserted area, the lock on the deserted gas station door, everything sets you up to wait for it...here it comes. At first you think it will be about the little boy, but all too soon you start holding your breath watching the tide coming in. I found this movie to be really stressful, even though I had watched it before and was prepared for the denouement. Now a movie that can keep you in suspense even when you have seen it before deserves some sort of special rating, maybe a white knuckles award?",1,train
"Alex North (John Cassavetes) has problems in relationship with his father and flees home to join the army, from where he very soon deserts and comes to New York intending to start a new life, using as an advantage the fact that nobody knows about his past. He finds a job at the Waterfront, where he meets Tommy Tyler (Sydney Poitier) a lively young man, who is happily married and is a living contrast to Cassavetes' sad and unhappy character. They very quickly become good friends and Tommy does his best to help his friend. The only problem is that their superior at work, a tough worker Charles Malik (Jack Warden) is sort of envious of their friendship as well as Tommy's constant happy disposition and success in personal life. He really manages to make their life difficult when he comes to know the truth about Alex's past.<br /><br /> A good drama skillfully directed by Academy Award nominated director-producer Martin Ritt (The Hud) and featuring wonderful performances from Sydney Poitier and Jack Warden. 7/10",1,test
"The music and Laurence Olivier's sombre delivery set the tone perfectly for this outstanding documentary. This is still a must see for WW II buffs, descendants of the participants of that conflict, politicians who think things always go their way when they extend their foreign policy via the deck of an aircraft carrier (did you hear that George Bush?) and anyone else curious or needing to know the whys whos and hows of some aspect of that conflict. The 26 episodes are roughly in chronological order but can be seen out of sequence since they are more or less self contained. There is bound to be new insight for the new viewer because of the sheer volume presented. Actual footage of the battles is interspersed with interviews of those involved in the stories. Many of the interviews are with second line authorities, that is, support personnel to the main characters, privates, captains, secretaries, eyewitnesses and the like. You get a real upfront taste of what war is all about.<br /><br />I am presently watching the DVD version of the original television documentary. I strongly recommend this over the worn out, gaptoothed, overpriced VHS offerings available on eBay. I paid $120 Cdn for five 2-sided DVD discs. This new release includes bonus material and is in full screen mode. The menus are easy to follow, there is first a choice of which episode you want to view and then after selecting that you are given the option of various chapters in the episode or to play the whole episode. It is understandable with such a comprehensive presentation there is a tiny amount more of navigation in the menu but the impact of what you will see is not diminished after 30 years, nay, after 60 years since the war finished.<br /><br />I remember watching the first broadcast on the Buffalo PBS station just before moving from London in 1975 and wishing right from that time that I could have a copy. Now my wish has finally come true.<br /><br />See this documentary. Tell your friends. Buy a copy for your library. Remember and honour the sacrifices and challenges overcome by those from America, Russia, Britain, Canada and all the other nations and peoples involved in the final victory. What an eye opener.",1,train
"As a fan of the book, this work is fantastically adapted; remaining true to the source materials, and demonstrating an honest respect for the literary work. The intrigues translate well to film by virtue of Ron Howard's good eye for detail and sound devotion to authenticity.<br /><br />I like Hanks as Robert Langdon. His portrayal is genuine and earthy, with only the barest glint of the Kip we all knew and loved, back in ""the day."" He is a good dramatic actor and, while I miss his comedic efforts, I do enjoy his more serious performances.<br /><br />The subject matter is no less controversial than the DaVinci Code, and the Vatican seems to never learn their lesson. As with the aforementioned film, the Holy See issued a scathing rebuke and called for a global Catholic boycott of the film, which of course, generated millions in ticket sales.<br /><br />Although the story of the ""God Particle"" was played down dramatically, and the science was written out of this piece of science fiction, the fiction that was left, was entertaining and extremely well done. And, the truth be known, people who have not read the book, will not notice any missing or lesser element to the story, as the screen version carries the main story well on its own.<br /><br />In fact, it is not necessary to have seen the first installment of this franchise, in order to enjoy this second, which should have been a prequel in all honesty, although that does not lessen the effectiveness, nor does it meddle with the continuity or flow of this second work.<br /><br />All in all, this is good for a Friday/Saturday night's viewing, although the execution may be a bit rough for the small ones.<br /><br />It rates an 8.8/10 from...<br /><br />the Fiend :.",1,test
"A friend warned me that this was the worst movie he had ever seen. I was curious, because it had developed a bit of a cult status. I like a lot of odd indie cult movies so I gave it a shot. I have to agree with my friend. It is a steaming pile of dung. I am sorry to the people who love this movie, but I can recommend much better stuff if you want to watch a twisted indie cult film. Try Peter Jackson's Dead Alive (aka Braindead), Cemetery Man (aka Dellamorte Dellamore) , or Modern vampires.",0,test
Four Guys (Jacks) go into the restaurant business with a fifth Guy and lose all common sense. They allow themselves to be abused worse than textile workers at the turn of the century without simply leaving the situation. This is truly one of the worst films I have ever seen. I just hope I can resell this item to someone who might like it. <br /><br />It is true that it holds your attention if you can let the illogical plot developments not bother you too much. It is very silly throughout however especially once a stranger enters the restaurant. Who is he? Guess.<br /><br />,0,test
"Dull haunted house thriller finds an American family moving into a 200 year old house in Japan where a violent murder suicide love triangle occurred. <br /><br />Novel setting is about the only element of interest in this very slow moving horror flick by the director of Motel Hell. The film generates zero suspense and is composed of somewhat choppy scenes that rarely seem to be leading anywhere overall. <br /><br />One obvious example is a fairly early scene where the male lead visits a temple after realizing that his house is haunted as the monk had earlier warned. The monk recounts the history of the house (which the viewer is already familiar with from the opening sequence) and then the film simply cuts away to something else. Earlier the monk had offered to help. Well, where is the help? The family continues to stay in the haunted house as things get worse and worse and no mention of the monk is made until nearly the very end when he turns up again to do what he should have done an hour earlier--try to drive the spirits out of the house, although by this time it's difficult for the viewers to care.<br /><br />There are some (probably) unintentional campy laughs in seeing the American actors at the end become possessed by the Japanese spirits and suddenly start doing bad martial arts, I say probably because the scene is more than a little reminiscent of the chainsaw duel from the same director's Motel Hell which was more obviously meant to be amusing, but on the whole this is a forgettable dud.",0,train
"I really liked this film. All three stars(Connery,Fishburne and Underwood) give credible performances;and Harris is enjoyably over the top. The lighting and shot angles in some of Harris' scenes make his face look truly diabolical. The surprising turn of plot at the end makes it interesting. Not a great movie, but an enjoyable one. I gave it 7 of 10.",1,train
"Miles O'keefe stars as Ator, a loin-clothed hero who resembles a Chippendale's dancer. The Conan-wannabe must do battle with an evil guy in a Cher wig, and protect the Earth from the Geometric Nucleus, a sort of primitive atomic bomb. Watch closely for visible sunglasses and tire-tracks. Mystery Science Theater 3000 made fun of it under the title CAVE DWELLERS.",0,test
"""A total waste of time"" Just throw in a few explosions, non stop fighting, exotic cars a deranged millionaire, slow motion computer generated car crashes and last but not least a Hugh Hefner like character with wall to wall hot babes, and mix in a blender and you will have this sorry excuse for a movie. I really got a laugh out of the ""Dr. Evil"" like heavily fortified compound. The plot was somewhere between preposterous and non existent. How many millionaires are willing to make a 25 million dollar bet on a car race? Answer: 4 but, didn't they become millionaires through fiscal responsibility? This was written for pubescent males, it plays like a video game. I did enjoy the Gulfstream II landing in the desert though.",0,train
